Date,Open,High,Low,Close,Adj Close,Volume
2024-11-01,252.04,254.00,246.63,248.98,248.98,57544800
2024-11-04,244.56,248.90,238.88,242.84,242.84,68802400
2024-11-05,247.34,255.28,246.21,251.44,251.44,69282500

